initial,medial,nucleus,coda,tone,syllable
"k","u","ua","t","1","kuuat_1"
"k","u","ua","t","2","kuuat_2"
"k","u","ua","t","3","kuuat_3"
"k","u","ua","t","4","kuuat_4"
"k","u","ua","t","5","kuuat_5"
"k","u","ua","t","6","kuuat_6"
"k","u","ua","u","1","kuuau_1"
"k","u","ua","u","2","kuuau_2"
"k","u","ua","u","3","kuuau_3"
"k","u","ua","u","4","kuuau_4"
"k","u","ua","u","5","kuuau_5"
"k","u","ua","u","6","kuuau_6"
"k","u","ua","y","1","kuuay_1"
"k","u","ua","y","2","kuuay_2"
"k","u","ua","y","3","kuuay_3"
"k","u","ua","y","4","kuuay_4"
"k","u","ua","y","5","kuuay_5"
"k","u","ua","y","6","kuuay_6"
"k","u","uô","","1","kuuô_1"
"k","u","uô","","2","kuuô_2"
"k","u","uô","","3","kuuô_3"
"k","u","uô","","4","kuuô_4"
"k","u","uô","","5","kuuô_5"
"k","u","uô","","6","kuuô_6"
"k","u","uô","c","1","kuuôc_1"
"k","u","uô","c","2","kuuôc_2"
"k","u","uô","c","3","kuuôc_3"
"k","u","uô","c","4","kuuôc_4"
"k","u","uô","c","5","kuuôc_5"
"k","u","uô","c","6","kuuôc_6"
"k","u","uô","ch","1","kuuôch_1"
"k","u","uô","ch","2","kuuôch_2"
"k","u","uô","ch","3","kuuôch_3"
"k","u","uô","ch","4","kuuôch_4"
"k","u","uô","ch","5","kuuôch_5"
"k","u","uô","ch","6","kuuôch_6"
"k","u","uô","i","1","kuuôi_1"
"k","u","uô","i","2","kuuôi_2"
"k","u","uô","i","3","kuuôi_3"
"k","u","uô","i","4","kuuôi_4"
"k","u","uô","i","5","kuuôi_5"
"k","u","uô","i","6","kuuôi_6"
"k","u","uô","m","1","kuuôm_1"
"k","u","uô","m","2","kuuôm_2"
"k","u","uô","m","3","kuuôm_3"
"k","u","uô","m","4","kuuôm_4"
"k","u","uô","m","5","kuuôm_5"
"k","u","uô","m","6","kuuôm_6"
"k","u","uô","n","1","kuuôn_1"
"k","u","uô","n","2","kuuôn_2"
"k","u","uô","n","3","kuuôn_3"
"k","u","uô","n","4","kuuôn_4"
"k","u","uô","n","5","kuuôn_5"
"k","u","uô","n","6","kuuôn_6"
"k","u","uô","ng","1","kuuông_1"
"k","u","uô","ng","2","kuuông_2"
"k","u","uô","ng","3","kuuông_3"
"k","u","uô","ng","4","kuuông_4"
"k","u","uô","ng","5","kuuông_5"
"k","u","uô","ng","6","kuuông_6"
"k","u","uô","nh","1","kuuônh_1"
"k","u","uô","nh","2","kuuônh_2"
"k","u","uô","nh","3","kuuônh_3"
"k","u","uô","nh","4","kuuônh_4"
"k","u","uô","nh","5","kuuônh_5"
"k","u","uô","nh","6","kuuônh_6"
"k","u","uô","o","1","kuuôo_1"
"k","u","uô","o","2","kuuôo_2"
"k","u","uô","o","3","kuuôo_3"
"k","u","uô","o","4","kuuôo_4"
"k","u","uô","o","5","kuuôo_5"
"k","u","uô","o","6","kuuôo_6"
"k","u","uô","p","1","kuuôp_1"
"k","u","uô","p","2","kuuôp_2"
"k","u","uô","p","3","kuuôp_3"
"k","u","uô","p","4","kuuôp_4"
"k","u","uô","p","5","kuuôp_5"
"k","u","uô","p","6","kuuôp_6"
"k","u","uô","t","1","kuuôt_1"
"k","u","uô","t","2","kuuôt_2"
"k","u","uô","t","3","kuuôt_3"
"k","u","uô","t","4","kuuôt_4"
"k","u","uô","t","5","kuuôt_5"
"k","u","uô","t","6","kuuôt_6"
"k","u","uô","u","1","kuuôu_1"
"k","u","uô","u","2","kuuôu_2"
"k","u","uô","u","3","kuuôu_3"
"k","u","uô","u","4","kuuôu_4"
"k","u","uô","u","5","kuuôu_5"
"k","u","uô","u","6","kuuôu_6"
"k","u","uô","y","1","kuuôy_1"
"k","u","uô","y","2","kuuôy_2"
"k","u","uô","y","3","kuuôy_3"
"k","u","uô","y","4","kuuôy_4"
"k","u","uô","y","5","kuuôy_5"
"k","u","uô","y","6","kuuôy_6"
"k","u","y","c","1","kuyc_1"
"k","u","y","c","2","kuyc_2"
"k","u","y","c","3","kuyc_3"
"k","u","y","c","4","kuyc_4"
"k","u","y","c","5","kuyc_5"
"k","u","y","c","6","kuyc_6"
"k","u","y","ch","1","kuych_1"
"k","u","y","ch","2","kuych_2"
"k","u","y","ch","3","kuych_3"
"k","u","y","ch","4","kuych_4"
"k","u","y","ch","5","kuych_5"
"k","u","y","ch","6","kuych_6"
"k","u","y","i","1","kuyi_1"
"k","u","y","i","2","kuyi_2"
"k","u","y","i","3","kuyi_3"
"k","u","y","i","4","kuyi_4"
"k","u","y","i","5","kuyi_5"
"k","u","y","i","6","kuyi_6"
"k","u","y","m","1","kuym_1"
"k","u","y","m","2","kuym_2"
"k","u","y","m","3","kuym_3"
"k","u","y","m","4","kuym_4"
"k","u","y","m","5","kuym_5"
"k","u","y","m","6","kuym_6"
"k","u","y","n","1","kuyn_1"
"k","u","y","n","2","kuyn_2"
"k","u","y","n","3","kuyn_3"
"k","u","y","n","4","kuyn_4"
"k","u","y","n","5","kuyn_5"
"k","u","y","n","6","kuyn_6"
"k","u","y","ng","1","kuyng_1"
"k","u","y","ng","2","kuyng_2"
"k","u","y","ng","3","kuyng_3"
"k","u","y","ng","4","kuyng_4"
"k","u","y","ng","5","kuyng_5"
"k","u","y","ng","6","kuyng_6"
"k","u","y","nh","1","kuynh_1"
"k","u","y","nh","2","kuynh_2"
"k","u","y","nh","3","kuynh_3"
"k","u","y","nh","4","kuynh_4"
"k","u","y","nh","5","kuynh_5"
"k","u","y","nh","6","kuynh_6"
"k","u","y","o","1","kuyo_1"
"k","u","y","o","2","kuyo_2"
"k","u","y","o","3","kuyo_3"
"k","u","y","o","4","kuyo_4"
"k","u","y","o","5","kuyo_5"
"k","u","y","o","6","kuyo_6"
"k","u","y","p","1","kuyp_1"
"k","u","y","p","2","kuyp_2"
"k","u","y","p","3","kuyp_3"
"k","u","y","p","4","kuyp_4"
"k","u","y","p","5","kuyp_5"
"k","u","y","p","6","kuyp_6"
"k","u","y","t","1","kuyt_1"
"k","u","y","t","2","kuyt_2"
"k","u","y","t","3","kuyt_3"
"k","u","y","t","4","kuyt_4"
"k","u","y","t","5","kuyt_5"
"k","u","y","t","6","kuyt_6"
"k","u","y","u","1","kuyu_1"
"k","u","y","u","2","kuyu_2"
"k","u","y","u","3","kuyu_3"
"k","u","y","u","4","kuyu_4"
"k","u","y","u","5","kuyu_5"
"k","u","y","u","6","kuyu_6"
"k","u","y","y","1","kuyy_1"
"k","u","y","y","2","kuyy_2"
"k","u","y","y","3","kuyy_3"
"k","u","y","y","4","kuyy_4"
"k","u","y","y","5","kuyy_5"
"k","u","y","y","6","kuyy_6"
"k","u","ya","","1","kuya_1"
"k","u","ya","","2","kuya_2"
"k","u","ya","","3","kuya_3"
"k","u","ya","","4","kuya_4"
"k","u","ya","","5","kuya_5"
"k","u","ya","","6","kuya_6"
"k","u","ya","c","1","kuyac_1"
"k","u","ya","c","2","kuyac_2"
"k","u","ya","c","3","kuyac_3"
"k","u","ya","c","4","kuyac_4"
"k","u","ya","c","5","kuyac_5"
"k","u","ya","c","6","kuyac_6"
"k","u","ya","ch","1","kuyach_1"
"k","u","ya","ch","2","kuyach_2"
"k","u","ya","ch","3","kuyach_3"
"k","u","ya","ch","4","kuyach_4"
"k","u","ya","ch","5","kuyach_5"
"k","u","ya","ch","6","kuyach_6"
"k","u","ya","i","1","kuyai_1"
"k","u","ya","i","2","kuyai_2"
"k","u","ya","i","3","kuyai_3"
"k","u","ya","i","4","kuyai_4"
"k","u","ya","i","5","kuyai_5"
"k","u","ya","i","6","kuyai_6"
"k","u","ya","m","1","kuyam_1"
"k","u","ya","m","2","kuyam_2"
"k","u","ya","m","3","kuyam_3"
"k","u","ya","m","4","kuyam_4"
"k","u","ya","m","5","kuyam_5"
"k","u","ya","m","6","kuyam_6"
"k","u","ya","n","1","kuyan_1"
"k","u","ya","n","2","kuyan_2"
"k","u","ya","n","3","kuyan_3"
"k","u","ya","n","4","kuyan_4"
"k","u","ya","n","5","kuyan_5"
"k","u","ya","n","6","kuyan_6"
"k","u","ya","ng","1","kuyang_1"
"k","u","ya","ng","2","kuyang_2"
"k","u","ya","ng","3","kuyang_3"
"k","u","ya","ng","4","kuyang_4"
"k","u","ya","ng","5","kuyang_5"
"k","u","ya","ng","6","kuyang_6"
"k","u","ya","nh","1","kuyanh_1"
"k","u","ya","nh","2","kuyanh_2"
"k","u","ya","nh","3","kuyanh_3"
"k","u","ya","nh","4","kuyanh_4"
"k","u","ya","nh","5","kuyanh_5"
"k","u","ya","nh","6","kuyanh_6"
"k","u","ya","o","1","kuyao_1"
"k","u","ya","o","2","kuyao_2"
"k","u","ya","o","3","kuyao_3"
"k","u","ya","o","4","kuyao_4"
"k","u","ya","o","5","kuyao_5"
"k","u","ya","o","6","kuyao_6"
"k","u","ya","p","1","kuyap_1"
"k","u","ya","p","2","kuyap_2"
"k","u","ya","p","3","kuyap_3"
"k","u","ya","p","4","kuyap_4"
"k","u","ya","p","5","kuyap_5"
"k","u","ya","p","6","kuyap_6"
"k","u","ya","t","1","kuyat_1"
"k","u","ya","t","2","kuyat_2"
"k","u","ya","t","3","kuyat_3"
"k","u","ya","t","4","kuyat_4"
"k","u","ya","t","5","kuyat_5"
"k","u","ya","t","6","kuyat_6"
"k","u","ya","u","1","kuyau_1"
"k","u","ya","u","2","kuyau_2"
"k","u","ya","u","3","kuyau_3"
"k","u","ya","u","4","kuyau_4"
"k","u","ya","u","5","kuyau_5"
"k","u","ya","u","6","kuyau_6"
"k","u","ya","y","1","kuyay_1"
"k","u","ya","y","2","kuyay_2"
"k","u","ya","y","3","kuyay_3"
"k","u","ya","y","4","kuyay_4"
"k","u","ya","y","5","kuyay_5"
"k","u","ya","y","6","kuyay_6"
"k","u","yê","","1","kuyê_1"
"k","u","yê","","2","kuyê_2"
"k","u","yê","","3","kuyê_3"
"k","u","yê","","4","kuyê_4"
"k","u","yê","","5","kuyê_5"
"k","u","yê","","6","kuyê_6"
"k","u","yê","c","1","kuyêc_1"
"k","u","yê","c","2","kuyêc_2"
"k","u","yê","c","3","kuyêc_3"
"k","u","yê","c","4","kuyêc_4"
"k","u","yê","c","5","kuyêc_5"
"k","u","yê","c","6","kuyêc_6"
"k","u","yê","ch","1","kuyêch_1"
"k","u","yê","ch","2","kuyêch_2"
"k","u","yê","ch","3","kuyêch_3"
"k","u","yê","ch","4","kuyêch_4"
"k","u","yê","ch","5","kuyêch_5"
"k","u","yê","ch","6","kuyêch_6"
"k","u","yê","i","1","kuyêi_1"
"k","u","yê","i","2","kuyêi_2"
"k","u","yê","i","3","kuyêi_3"
"k","u","yê","i","4","kuyêi_4"
"k","u","yê","i","5","kuyêi_5"
"k","u","yê","i","6","kuyêi_6"
"k","u","yê","m","1","kuyêm_1"
"k","u","yê","m","2","kuyêm_2"
"k","u","yê","m","3","kuyêm_3"
"k","u","yê","m","4","kuyêm_4"
"k","u","yê","m","5","kuyêm_5"
"k","u","yê","m","6","kuyêm_6"
"k","u","yê","n","1","kuyên_1"
"k","u","yê","n","2","kuyên_2"
"k","u","yê","n","3","kuyên_3"
"k","u","yê","n","4","kuyên_4"
"k","u","yê","n","5","kuyên_5"
"k","u","yê","n","6","kuyên_6"
"k","u","yê","ng","1","kuyêng_1"
"k","u","yê","ng","2","kuyêng_2"
"k","u","yê","ng","3","kuyêng_3"
"k","u","yê","ng","4","kuyêng_4"
"k","u","yê","ng","5","kuyêng_5"
"k","u","yê","ng","6","kuyêng_6"
"k","u","yê","nh","1","kuyênh_1"
"k","u","yê","nh","2","kuyênh_2"
"k","u","yê","nh","3","kuyênh_3"
"k","u","yê","nh","4","kuyênh_4"
"k","u","yê","nh","5","kuyênh_5"
"k","u","yê","nh","6","kuyênh_6"
"k","u","yê","o","1","kuyêo_1"
"k","u","yê","o","2","kuyêo_2"
"k","u","yê","o","3","kuyêo_3"
"k","u","yê","o","4","kuyêo_4"
"k","u","yê","o","5","kuyêo_5"
"k","u","yê","o","6","kuyêo_6"
"k","u","yê","p","1","kuyêp_1"
"k","u","yê","p","2","kuyêp_2"
"k","u","yê","p","3","kuyêp_3"
"k","u","yê","p","4","kuyêp_4"
"k","u","yê","p","5","kuyêp_5"
"k","u","yê","p","6","kuyêp_6"
"k","u","yê","t","1","kuyêt_1"
"k","u","yê","t","2","kuyêt_2"
"k","u","yê","t","3","kuyêt_3"
"k","u","yê","t","4","kuyêt_4"
"k","u","yê","t","5","kuyêt_5"
"k","u","yê","t","6","kuyêt_6"
"k","u","yê","u","1","kuyêu_1"
"k","u","yê","u","2","kuyêu_2"
"k","u","yê","u","3","kuyêu_3"
"k","u","yê","u","4","kuyêu_4"
"k","u","yê","u","5","kuyêu_5"
"k","u","yê","u","6","kuyêu_6"
"k","u","yê","y","1","kuyêy_1"
"k","u","yê","y","2","kuyêy_2"
"k","u","yê","y","3","kuyêy_3"
"k","u","yê","y","4","kuyêy_4"
"k","u","yê","y","5","kuyêy_5"
"k","u","yê","y","6","kuyêy_6"
"k","u","â","","1","kuâ_1"
"k","u","â","","2","kuâ_2"
"k","u","â","","3","kuâ_3"
"k","u","â","","4","kuâ_4"
"k","u","â","","5","kuâ_5"
"k","u","â","","6","kuâ_6"
"k","u","â","c","1","kuâc_1"
"k","u","â","c","2","kuâc_2"
"k","u","â","c","3","kuâc_3"
"k","u","â","c","4","kuâc_4"
"k","u","â","c","5","kuâc_5"
"k","u","â","c","6","kuâc_6"
"k","u","â","ch","1","kuâch_1"
"k","u","â","ch","2","kuâch_2"
"k","u","â","ch","3","kuâch_3"
"k","u","â","ch","4","kuâch_4"
"k","u","â","ch","5","kuâch_5"
"k","u","â","ch","6","kuâch_6"
"k","u","â","i","1","kuâi_1"
"k","u","â","i","2","kuâi_2"
"k","u","â","i","3","kuâi_3"
"k","u","â","i","4","kuâi_4"
"k","u","â","i","5","kuâi_5"
"k","u","â","i","6","kuâi_6"
"k","u","â","m","1","kuâm_1"
"k","u","â","m","2","kuâm_2"
"k","u","â","m","3","kuâm_3"
"k","u","â","m","4","kuâm_4"
"k","u","â","m","5","kuâm_5"
"k","u","â","m","6","kuâm_6"
"k","u","â","n","1","kuân_1"
"k","u","â","n","2","kuân_2"
"k","u","â","n","3","kuân_3"
"k","u","â","n","4","kuân_4"
"k","u","â","n","5","kuân_5"
"k","u","â","n","6","kuân_6"
"k","u","â","ng","1","kuâng_1"
"k","u","â","ng","2","kuâng_2"
"k","u","â","ng","3","kuâng_3"
"k","u","â","ng","4","kuâng_4"
"k","u","â","ng","5","kuâng_5"
"k","u","â","ng","6","kuâng_6"
"k","u","â","nh","1","kuânh_1"
"k","u","â","nh","2","kuânh_2"
"k","u","â","nh","3","kuânh_3"
"k","u","â","nh","4","kuânh_4"
"k","u","â","nh","5","kuânh_5"
"k","u","â","nh","6","kuânh_6"
"k","u","â","o","1","kuâo_1"
"k","u","â","o","2","kuâo_2"
"k","u","â","o","3","kuâo_3"
"k","u","â","o","4","kuâo_4"
"k","u","â","o","5","kuâo_5"
"k","u","â","o","6","kuâo_6"
"k","u","â","p","1","kuâp_1"
"k","u","â","p","2","kuâp_2"
"k","u","â","p","3","kuâp_3"
"k","u","â","p","4","kuâp_4"
"k","u","â","p","5","kuâp_5"
"k","u","â","p","6","kuâp_6"
"k","u","â","t","1","kuât_1"
"k","u","â","t","2","kuât_2"
"k","u","â","t","3","kuât_3"
"k","u","â","t","4","kuât_4"
"k","u","â","t","5","kuât_5"
"k","u","â","t","6","kuât_6"
"k","u","â","u","1","kuâu_1"
"k","u","â","u","2","kuâu_2"
"k","u","â","u","3","kuâu_3"
"k","u","â","u","4","kuâu_4"
"k","u","â","u","5","kuâu_5"
"k","u","â","u","6","kuâu_6"
"k","u","â","y","1","kuây_1"
"k","u","â","y","2","kuây_2"
"k","u","â","y","3","kuây_3"
"k","u","â","y","4","kuây_4"
"k","u","â","y","5","kuây_5"
"k","u","â","y","6","kuây_6"
"k","u","ê","","1","kuê_1"
"k","u","ê","","2","kuê_2"
"k","u","ê","","3","kuê_3"
"k","u","ê","","4","kuê_4"
"k","u","ê","","5","kuê_5"
"k","u","ê","","6","kuê_6"
"k","u","ê","c","1","kuêc_1"
"k","u","ê","c","2","kuêc_2"
"k","u","ê","c","3","kuêc_3"
"k","u","ê","c","4","kuêc_4"
"k","u","ê","c","5","kuêc_5"
"k","u","ê","c","6","kuêc_6"
"k","u","ê","ch","1","kuêch_1"
"k","u","ê","ch","2","kuêch_2"
"k","u","ê","ch","3","kuêch_3"
"k","u","ê","ch","4","kuêch_4"
"k","u","ê","ch","5","kuêch_5"
"k","u","ê","ch","6","kuêch_6"
"k","u","ê","i","1","kuêi_1"
"k","u","ê","i","2","kuêi_2"
"k","u","ê","i","3","kuêi_3"
"k","u","ê","i","4","kuêi_4"
"k","u","ê","i","5","kuêi_5"
"k","u","ê","i","6","kuêi_6"
"k","u","ê","m","1","kuêm_1"
"k","u","ê","m","2","kuêm_2"
"k","u","ê","m","3","kuêm_3"
"k","u","ê","m","4","kuêm_4"
"k","u","ê","m","5","kuêm_5"
"k","u","ê","m","6","kuêm_6"
"k","u","ê","n","1","kuên_1"
"k","u","ê","n","2","kuên_2"
"k","u","ê","n","3","kuên_3"
"k","u","ê","n","4","kuên_4"
"k","u","ê","n","5","kuên_5"
"k","u","ê","n","6","kuên_6"
"k","u","ê","ng","1","kuêng_1"
"k","u","ê","ng","2","kuêng_2"
"k","u","ê","ng","3","kuêng_3"
"k","u","ê","ng","4","kuêng_4"
"k","u","ê","ng","5","kuêng_5"
"k","u","ê","ng","6","kuêng_6"
"k","u","ê","nh","1","kuênh_1"
"k","u","ê","nh","2","kuênh_2"
"k","u","ê","nh","3","kuênh_3"
"k","u","ê","nh","4","kuênh_4"
"k","u","ê","nh","5","kuênh_5"
"k","u","ê","nh","6","kuênh_6"
"k","u","ê","o","1","kuêo_1"
"k","u","ê","o","2","kuêo_2"
"k","u","ê","o","3","kuêo_3"
"k","u","ê","o","4","kuêo_4"
"k","u","ê","o","5","kuêo_5"
"k","u","ê","o","6","kuêo_6"
"k","u","ê","p","1","kuêp_1"
"k","u","ê","p","2","kuêp_2"
"k","u","ê","p","3","kuêp_3"
"k","u","ê","p","4","kuêp_4"
"k","u","ê","p","5","kuêp_5"
"k","u","ê","p","6","kuêp_6"
"k","u","ê","t","1","kuêt_1"
"k","u","ê","t","2","kuêt_2"
"k","u","ê","t","3","kuêt_3"
"k","u","ê","t","4","kuêt_4"
"k","u","ê","t","5","kuêt_5"
"k","u","ê","t","6","kuêt_6"
"k","u","ê","u","1","kuêu_1"
"k","u","ê","u","2","kuêu_2"
"k","u","ê","u","3","kuêu_3"
"k","u","ê","u","4","kuêu_4"
"k","u","ê","u","5","kuêu_5"
"k","u","ê","u","6","kuêu_6"
"k","u","ê","y","1","kuêy_1"
"k","u","ê","y","2","kuêy_2"
"k","u","ê","y","3","kuêy_3"
"k","u","ê","y","4","kuêy_4"
"k","u","ê","y","5","kuêy_5"
"k","u","ê","y","6","kuêy_6"
"k","u","ă","","1","kuă_1"
"k","u","ă","","2","kuă_2"
"k","u","ă","","3","kuă_3"
"k","u","ă","","4","kuă_4"
"k","u","ă","","5","kuă_5"
"k","u","ă","","6","kuă_6"
"k","u","ă","c","1","kuăc_1"
"k","u","ă","c","2","kuăc_2"
"k","u","ă","c","3","kuăc_3"
"k","u","ă","c","4","kuăc_4"
"k","u","ă","c","5","kuăc_5"
"k","u","ă","c","6","kuăc_6"
"k","u","ă","ch","1","kuăch_1"
"k","u","ă","ch","2","kuăch_2"
"k","u","ă","ch","3","kuăch_3"
"k","u","ă","ch","4","kuăch_4"
"k","u","ă","ch","5","kuăch_5"
"k","u","ă","ch","6","kuăch_6"
"k","u","ă","i","1","kuăi_1"
"k","u","ă","i","2","kuăi_2"
"k","u","ă","i","3","kuăi_3"
"k","u","ă","i","4","kuăi_4"
"k","u","ă","i","5","kuăi_5"
"k","u","ă","i","6","kuăi_6"
"k","u","ă","m","1","kuăm_1"
"k","u","ă","m","2","kuăm_2"
"k","u","ă","m","3","kuăm_3"
"k","u","ă","m","4","kuăm_4"
"k","u","ă","m","5","kuăm_5"
"k","u","ă","m","6","kuăm_6"
"k","u","ă","n","1","kuăn_1"
"k","u","ă","n","2","kuăn_2"
"k","u","ă","n","3","kuăn_3"
"k","u","ă","n","4","kuăn_4"
"k","u","ă","n","5","kuăn_5"
"k","u","ă","n","6","kuăn_6"
"k","u","ă","ng","1","kuăng_1"
"k","u","ă","ng","2","kuăng_2"
"k","u","ă","ng","3","kuăng_3"
"k","u","ă","ng","4","kuăng_4"
"k","u","ă","ng","5","kuăng_5"
"k","u","ă","ng","6","kuăng_6"
"k","u","ă","nh","1","kuănh_1"
"k","u","ă","nh","2","kuănh_2"
"k","u","ă","nh","3","kuănh_3"
"k","u","ă","nh","4","kuănh_4"
"k","u","ă","nh","5","kuănh_5"
"k","u","ă","nh","6","kuănh_6"
"k","u","ă","o","1","kuăo_1"
"k","u","ă","o","2","kuăo_2"
"k","u","ă","o","3","kuăo_3"
"k","u","ă","o","4","kuăo_4"
"k","u","ă","o","5","kuăo_5"
"k","u","ă","o","6","kuăo_6"
"k","u","ă","p","1","kuăp_1"
"k","u","ă","p","2","kuăp_2"
"k","u","ă","p","3","kuăp_3"
"k","u","ă","p","4","kuăp_4"
"k","u","ă","p","5","kuăp_5"
"k","u","ă","p","6","kuăp_6"
"k","u","ă","t","1","kuăt_1"
"k","u","ă","t","2","kuăt_2"
"k","u","ă","t","3","kuăt_3"
"k","u","ă","t","4","kuăt_4"
"k","u","ă","t","5","kuăt_5"
"k","u","ă","t","6","kuăt_6"
"k","u","ă","u","1","kuău_1"
"k","u","ă","u","2","kuău_2"
"k","u","ă","u","3","kuău_3"
"k","u","ă","u","4","kuău_4"
"k","u","ă","u","5","kuău_5"
"k","u","ă","u","6","kuău_6"
"k","u","ă","y","1","kuăy_1"
"k","u","ă","y","2","kuăy_2"
"k","u","ă","y","3","kuăy_3"
"k","u","ă","y","4","kuăy_4"
"k","u","ă","y","5","kuăy_5"
"k","u","ă","y","6","kuăy_6"
"k","u","ơ","","1","kuơ_1"
"k","u","ơ","","2","kuơ_2"
"k","u","ơ","","3","kuơ_3"
"k","u","ơ","","4","kuơ_4"
"k","u","ơ","","5","kuơ_5"
"k","u","ơ","","6","kuơ_6"
"k","u","ơ","c","1","kuơc_1"
"k","u","ơ","c","2","kuơc_2"
"k","u","ơ","c","3","kuơc_3"
"k","u","ơ","c","4","kuơc_4"
"k","u","ơ","c","5","kuơc_5"
"k","u","ơ","c","6","kuơc_6"
"k","u","ơ","ch","1","kuơch_1"
"k","u","ơ","ch","2","kuơch_2"
"k","u","ơ","ch","3","kuơch_3"
"k","u","ơ","ch","4","kuơch_4"
"k","u","ơ","ch","5","kuơch_5"
"k","u","ơ","ch","6","kuơch_6"
"k","u","ơ","i","1","kuơi_1"
"k","u","ơ","i","2","kuơi_2"
"k","u","ơ","i","3","kuơi_3"
"k","u","ơ","i","4","kuơi_4"
"k","u","ơ","i","5","kuơi_5"
"k","u","ơ","i","6","kuơi_6"
"k","u","ơ","m","1","kuơm_1"
"k","u","ơ","m","2","kuơm_2"
"k","u","ơ","m","3","kuơm_3"
"k","u","ơ","m","4","kuơm_4"
"k","u","ơ","m","5","kuơm_5"
"k","u","ơ","m","6","kuơm_6"
"k","u","ơ","n","1","kuơn_1"
"k","u","ơ","n","2","kuơn_2"
"k","u","ơ","n","3","kuơn_3"
"k","u","ơ","n","4","kuơn_4"
"k","u","ơ","n","5","kuơn_5"
"k","u","ơ","n","6","kuơn_6"
"k","u","ơ","ng","1","kuơng_1"
"k","u","ơ","ng","2","kuơng_2"
"k","u","ơ","ng","3","kuơng_3"
"k","u","ơ","ng","4","kuơng_4"
"k","u","ơ","ng","5","kuơng_5"
"k","u","ơ","ng","6","kuơng_6"
"k","u","ơ","nh","1","kuơnh_1"
"k","u","ơ","nh","2","kuơnh_2"
"k","u","ơ","nh","3","kuơnh_3"
"k","u","ơ","nh","4","kuơnh_4"
"k","u","ơ","nh","5","kuơnh_5"
"k","u","ơ","nh","6","kuơnh_6"
"k","u","ơ","o","1","kuơo_1"
"k","u","ơ","o","2","kuơo_2"
"k","u","ơ","o","3","kuơo_3"
"k","u","ơ","o","4","kuơo_4"
"k","u","ơ","o","5","kuơo_5"
"k","u","ơ","o","6","kuơo_6"
"k","u","ơ","p","1","kuơp_1"
"k","u","ơ","p","2","kuơp_2"
"k","u","ơ","p","3","kuơp_3"
"k","u","ơ","p","4","kuơp_4"
"k","u","ơ","p","5","kuơp_5"
"k","u","ơ","p","6","kuơp_6"
"k","u","ơ","t","1","kuơt_1"
"k","u","ơ","t","2","kuơt_2"
"k","u","ơ","t","3","kuơt_3"
"k","u","ơ","t","4","kuơt_4"
"k","u","ơ","t","5","kuơt_5"
"k","u","ơ","t","6","kuơt_6"
"k","u","ơ","u","1","kuơu_1"
"k","u","ơ","u","2","kuơu_2"
"k","u","ơ","u","3","kuơu_3"
"k","u","ơ","u","4","kuơu_4"
"k","u","ơ","u","5","kuơu_5"
"k","u","ơ","u","6","kuơu_6"
"k","u","ơ","y","1","kuơy_1"
"k","u","ơ","y","2","kuơy_2"
"k","u","ơ","y","3","kuơy_3"
"k","u","ơ","y","4","kuơy_4"
"k","u","ơ","y","5","kuơy_5"
"k","u","ơ","y","6","kuơy_6"
"k","u","ư","","1","kuư_1"
"k","u","ư","","2","kuư_2"
"k","u","ư","","3","kuư_3"
"k","u","ư","","4","kuư_4"
"k","u","ư","","5","kuư_5"
"k","u","ư","","6","kuư_6"
"k","u","ư","c","1","kuưc_1"
"k","u","ư","c","2","kuưc_2"
"k","u","ư","c","3","kuưc_3"
"k","u","ư","c","4","kuưc_4"
"k","u","ư","c","5","kuưc_5"
"k","u","ư","c","6","kuưc_6"
"k","u","ư","ch","1","kuưch_1"
"k","u","ư","ch","2","kuưch_2"
"k","u","ư","ch","3","kuưch_3"
"k","u","ư","ch","4","kuưch_4"
"k","u","ư","ch","5","kuưch_5"
"k","u","ư","ch","6","kuưch_6"
"k","u","ư","i","1","kuưi_1"
"k","u","ư","i","2","kuưi_2"
"k","u","ư","i","3","kuưi_3"
"k","u","ư","i","4","kuưi_4"
"k","u","ư","i","5","kuưi_5"
"k","u","ư","i","6","kuưi_6"
"k","u","ư","m","1","kuưm_1"
"k","u","ư","m","2","kuưm_2"
"k","u","ư","m","3","kuưm_3"
"k","u","ư","m","4","kuưm_4"
"k","u","ư","m","5","kuưm_5"
"k","u","ư","m","6","kuưm_6"
"k","u","ư","n","1","kuưn_1"
"k","u","ư","n","2","kuưn_2"
"k","u","ư","n","3","kuưn_3"
"k","u","ư","n","4","kuưn_4"
"k","u","ư","n","5","kuưn_5"
"k","u","ư","n","6","kuưn_6"
"k","u","ư","ng","1","kuưng_1"
"k","u","ư","ng","2","kuưng_2"
"k","u","ư","ng","3","kuưng_3"
"k","u","ư","ng","4","kuưng_4"
"k","u","ư","ng","5","kuưng_5"
"k","u","ư","ng","6","kuưng_6"
"k","u","ư","nh","1","kuưnh_1"
"k","u","ư","nh","2","kuưnh_2"
"k","u","ư","nh","3","kuưnh_3"
"k","u","ư","nh","4","kuưnh_4"
"k","u","ư","nh","5","kuưnh_5"
"k","u","ư","nh","6","kuưnh_6"
"k","u","ư","o","1","kuưo_1"
"k","u","ư","o","2","kuưo_2"
"k","u","ư","o","3","kuưo_3"
"k","u","ư","o","4","kuưo_4"
"k","u","ư","o","5","kuưo_5"
"k","u","ư","o","6","kuưo_6"
"k","u","ư","p","1","kuưp_1"
"k","u","ư","p","2","kuưp_2"
